,Total_Capacity_in_kWh_month,Total_Availability_day_in_hours,Total_Availability_evening_in_hours,Total_Reliability,Total_Quality,Total_Legality,Total_Health
1085,0.0,24.0,4.0,Missing_data,Yes,1,No
1086,2.33,20.0,2.0,3.0,Yes,1,No
1087,0.0,23.0,3.0,Missing_data,No,1,No
1088,2.33,,4.0,Missing_data,No,1,No
1089,4.65,,4.0,Missing_data,No,1,No
1090,9.3,24.0,3.0,3.0,No,1,No
1091,0.0,,Missing_data,Missing_data,,-1,
1092,0.0,,Missing_data,Missing_data,,-1,
1093,0.0,,Missing_data,Missing_data,,-1,
1094,0.0,,Missing_data,Missing_data,,-1,
1095,0.0,,Missing_data,Missing_data,,-1,
1096,9.3,20.0,2.0,Missing_data,Yes,1,No
1097,4.65,18.0,2.0,Missing_data,No,1,No
1098,13.95,8.0,2.0,5.0,Yes,1,No
1099,4.65,23.0,2.0,8.0,No,1,No
1100,4.65,,4.0,Missing_data,No,1,No
1101,6.98,,4.0,Missing_data,No,1,No
1102,9.3,,4.0,Missing_data,No,1,No
1103,0.0,,Missing_data,Missing_data,,-1,
1104,0.0,,Missing_data,Missing_data,,-1,
1105,0.0,,Missing_data,Missing_data,,-1,
1106,0.0,,Missing_data,Missing_data,,-1,
1107,0.0,,Missing_data,Missing_data,,-1,
1108,0.0,23.0,4.0,Missing_data,No,1,No
1109,5.58,6.0,3.0,3.0,No,2,No
1110,4.65,15.0,2.0,Missing_data,Yes,1,No
1111,9.3,20.0,2.0,1.0,No,1,No
1112,6.98,18.0,2.0,4.0,Missing_data,1,No
1113,23.26,,2.0,Missing_data,Yes,1,No
1114,13.95,12.0,2.0,2.0,No,1,No
1115,0.0,,Missing_data,Missing_data,,-1,
1116,0.0,,Missing_data,Missing_data,,-1,
1117,0.0,,Missing_data,Missing_data,,-1,
1118,0.0,,Missing_data,Missing_data,,-1,
1119,0.0,,Missing_data,Missing_data,,-1,
1120,9.3,2.0,2.0,Missing_data,Missing_data,1,No
1121,0.0,,Missing_data,Missing_data,,-1,
1122,4.65,1.0,2.0,2.0,No,1,No
1123,23.26,20.0,2.0,1.0,No,1,No
1124,60.47,23.0,4.0,Missing_data,Yes,1,No
1125,9.3,18.0,4.0,Missing_data,No,1,No
1126,13.95,10.0,Missing_data,5.0,Yes,2,No
1127,0.0,,Missing_data,Missing_data,,-1,
1128,4.65,24.0,4.0,Missing_data,No,1,No
1129,0.0,,Missing_data,Missing_data,,-1,
1130,0.0,,Missing_data,Missing_data,,-1,
1131,0.0,,Missing_data,Missing_data,,-1,
1132,18.6,24.0,3.0,4.0,No,1,No
1133,2.33,23.0,4.0,Missing_data,Yes,4,No
1134,4.65,22.0,3.0,Missing_data,No,1,No
1135,2.33,,4.0,Missing_data,No,5,No
1136,0.0,,Missing_data,Missing_data,,-1,
1137,0.0,,Missing_data,Missing_data,,-1,
1138,0.0,,Missing_data,Missing_data,,-1,
1139,0.0,,Missing_data,Missing_data,,-1,
1140,0.0,,Missing_data,Missing_data,,-1,
1141,0.0,,Missing_data,Missing_data,,-1,
1142,0.0,,Missing_data,Missing_data,,-1,
1143,0.0,,Missing_data,Missing_data,,-1,
1144,0.0,,Missing_data,Missing_data,,-1,
1145,0.0,,Missing_data,Missing_data,,-1,
1146,0.0,,Missing_data,Missing_data,,-1,
1147,0.0,,Missing_data,Missing_data,,-1,
1148,0.0,,Missing_data,Missing_data,,-1,
1149,0.0,,Missing_data,Missing_data,,-1,
1150,0.0,,Missing_data,Missing_data,,-1,
1151,0.0,,Missing_data,Missing_data,,-1,
1152,0.0,,Missing_data,Missing_data,,-1,
1153,0.0,,Missing_data,Missing_data,,-1,
1154,0.0,,Missing_data,Missing_data,,-1,
1155,0.0,,Missing_data,Missing_data,,-1,
1156,0.0,,Missing_data,Missing_data,,-1,
1157,0.0,,Missing_data,Missing_data,,-1,
1158,0.0,,Missing_data,Missing_data,,-1,
1159,0.0,,Missing_data,Missing_data,,-1,
1160,0.0,,Missing_data,Missing_data,,-1,
1161,0.0,,Missing_data,Missing_data,,-1,
1162,0.0,,Missing_data,Missing_data,,-1,
1163,0.0,,Missing_data,Missing_data,,-1,
1164,0.0,,Missing_data,Missing_data,,-1,
1165,0.0,,Missing_data,Missing_data,,-1,
1166,0.0,,Missing_data,Missing_data,,-1,
1167,0.0,,Missing_data,Missing_data,,-1,
1168,18.6,3.0,3.0,2.0,No,1,No
1169,4.65,23.0,4.0,Missing_data,No,1,No
1170,4.65,19.0,4.0,3.0,Yes,3,No
1171,18.6,20.0,3.0,Missing_data,No,1,No
1172,6.98,23.0,4.0,Missing_data,Yes,1,No
1173,4.65,12.0,4.0,Missing_data,No,1,No
1174,4.65,10.0,4.0,Missing_data,No,1,No
1175,0.0,,Missing_data,Missing_data,,-1,
1176,0.0,,Missing_data,Missing_data,,-1,
1177,0.0,,Missing_data,Missing_data,,-1,
1178,0.0,,Missing_data,Missing_data,,-1,
1179,0.0,,Missing_data,Missing_data,,-1,
1180,9.3,,4.0,Missing_data,No,1,No
1181,3.26,,1.0,1.0,No,1,No
1182,0.0,,3.0,Missing_data,Yes,1,No
1183,4.65,24.0,3.0,5.0,No,1,No
1184,23.26,20.0,2.0,3.0,No,1,No
1185,23.26,,4.0,Missing_data,No,1,No
1186,23.26,14.0,3.0,Missing_data,No,1,No
1187,0.0,,Missing_data,Missing_data,,-1,
1188,0.0,,Missing_data,Missing_data,,-1,
1189,0.0,,Missing_data,Missing_data,,-1,
1190,0.0,,Missing_data,Missing_data,,-1,
1191,0.0,,Missing_data,Missing_data,,-1,
1192,0.0,,Missing_data,Missing_data,,-1,
1193,0.0,,Missing_data,Missing_data,,-1,
1194,0.0,,Missing_data,Missing_data,,-1,
1195,0.0,,Missing_data,Missing_data,,-1,
1196,0.0,,Missing_data,Missing_data,,-1,
1197,0.0,,Missing_data,Missing_data,,-1,
1198,0.0,,Missing_data,Missing_data,,-1,
1199,4.65,12.0,3.0,Missing_data,No,1,No
1200,0.0,,Missing_data,Missing_data,,-1,
1201,0.0,,Missing_data,Missing_data,,-1,
1202,0.0,,Missing_data,Missing_data,,-1,
1203,0.0,,Missing_data,Missing_data,,-1,
1204,27.91,19.0,1.0,1.0,Yes,1,No
1205,0.0,,Missing_data,Missing_data,,-1,
1206,9.3,,4.0,Missing_data,No,2,No
1207,13.95,24.0,4.0,Missing_data,Missing_data,1,No
1208,9.3,23.0,4.0,Missing_data,Yes,1,No
1209,18.6,2.0,1.0,1.0,No,1,No
1210,4.65,12.0,2.0,Missing_data,No,1,No
1211,6.98,22.0,4.0,Missing_data,No,1,No
1212,11.63,23.0,1.0,1.0,No,1,No
1213,0.0,,Missing_data,Missing_data,,-1,
1214,0.0,,Missing_data,Missing_data,,-1,
1215,0.0,,Missing_data,Missing_data,,-1,
1216,0.0,,Missing_data,Missing_data,,-1,
1217,13.95,22.0,4.0,Missing_data,No,1,No
1218,9.3,,4.0,Missing_data,No,1,No
1219,27.91,,Missing_data,3.0,No,1,No
1220,0.0,12.0,1.0,Missing_data,No,6,No
1221,2.33,6.0,2.0,2.0,No,1,No
1222,4.65,,2.0,Missing_data,Yes,1,No
1223,0.0,,Missing_data,Missing_data,,-1,
1224,0.0,,Missing_data,Missing_data,,-1,
1225,0.0,,Missing_data,Missing_data,,-1,
1226,0.0,,Missing_data,Missing_data,,-1,
1227,0.0,,Missing_data,Missing_data,,-1,
1228,18.6,21.0,3.0,Missing_data,Yes,1,No
1229,0.0,,Missing_data,Missing_data,,-1,
1230,6.98,6.0,1.0,1.0,No,1,No
1231,9.3,8.0,3.0,2.0,Yes,1,No
1232,4.65,24.0,3.0,Missing_data,Yes,1,No
1233,9.3,12.0,2.0,Missing_data,No,2,No
1234,4.65,12.0,3.0,Missing_data,No,1,No
1235,0.0,,Missing_data,Missing_data,,-1,
1236,0.0,,Missing_data,Missing_data,,-1,
1237,0.0,,Missing_data,Missing_data,,-1,
1238,0.0,,Missing_data,Missing_data,,-1,
1239,0.0,,Missing_data,Missing_data,,-1,
1240,11.63,11.0,2.0,1.0,No,2,No
1241,6.98,20.0,3.0,Missing_data,Yes,1,No
1242,5.58,9.0,2.0,2.0,No,2,No
1243,2.33,20.0,2.0,Missing_data,No,1,No
1244,2.33,6.0,2.0,1.0,No,1,No
1245,0.0,24.0,4.0,Missing_data,Missing_data,1,No
1246,4.65,,Missing_data,4.0,No,2,No
1247,0.0,,Missing_data,Missing_data,,-1,
1248,0.0,,Missing_data,Missing_data,,-1,
1249,0.0,,Missing_data,Missing_data,,-1,
1250,4.65,22.0,3.0,Missing_data,No,1,No
1251,0.0,,Missing_data,Missing_data,,-1,
1252,0.0,,Missing_data,Missing_data,,-1,
1253,0.0,,Missing_data,Missing_data,,-1,
1254,0.0,,Missing_data,Missing_data,,-1,
1255,0.0,,Missing_data,Missing_data,,-1,
1256,0.0,,Missing_data,Missing_data,,-1,
1257,0.0,,Missing_data,Missing_data,,-1,
1258,0.0,,Missing_data,Missing_data,,-1,
1259,0.0,,Missing_data,Missing_data,,-1,
1260,0.0,,Missing_data,Missing_data,,-1,
1261,0.0,,Missing_data,Missing_data,,-1,
1262,0.0,,Missing_data,Missing_data,,-1,
1263,0.0,,Missing_data,Missing_data,,-1,
1264,2.33,22.0,4.0,Missing_data,Yes,1,No
1265,3.72,3.0,2.0,Missing_data,Missing_data,1,No
1266,9.3,9.0,2.0,Missing_data,Yes,2,No
1267,4.65,,Missing_data,Missing_data,No,2,No
1268,0.0,,Missing_data,Missing_data,,-1,
1269,13.95,24.0,4.0,Missing_data,Missing_data,1,No
1270,2.33,24.0,1.0,Missing_data,No,1,No
1271,0.0,,Missing_data,Missing_data,,-1,
1272,0.0,,Missing_data,Missing_data,,-1,
1273,0.0,,Missing_data,Missing_data,,-1,
1274,0.0,,Missing_data,Missing_data,,-1,
1275,0.0,,Missing_data,Missing_data,,-1,
1276,6.98,,4.0,Missing_data,No,1,No
1277,23.26,3.0,2.0,2.0,No,1,No
1278,13.95,10.0,1.0,Missing_data,Yes,1,No
1279,2.33,,4.0,Missing_data,No,1,No
1280,2.33,,Missing_data,Missing_data,No,1,No
1281,13.95,3.0,2.0,2.0,No,1,No
1282,2.33,16.0,4.0,Missing_data,No,1,No
1283,0.0,,Missing_data,Missing_data,,-1,
1284,0.0,,Missing_data,Missing_data,,-1,
1285,0.0,,Missing_data,Missing_data,,-1,
1286,0.0,,Missing_data,Missing_data,,-1,
1287,0.0,,Missing_data,Missing_data,,-1,
1288,18.6,,4.0,Missing_data,No,1,No
1289,9.3,24.0,3.0,6.0,Yes,1,No
1290,0.0,22.0,3.0,Missing_data,No,6,No
1291,4.65,20.0,3.0,Missing_data,Yes,3,No
1292,18.6,4.0,3.0,Missing_data,No,1,No
1293,9.3,,4.0,Missing_data,No,1,No
1294,2.33,19.0,2.0,3.0,Yes,1,No
1295,0.0,,Missing_data,Missing_data,,-1,
1296,0.0,,Missing_data,Missing_data,,-1,
1297,0.0,,Missing_data,Missing_data,,-1,
1298,0.0,,Missing_data,Missing_data,,-1,
1299,0.0,,Missing_data,Missing_data,,-1,
1300,18.6,20.0,3.0,Missing_data,No,1,No
1301,9.3,24.0,4.0,Missing_data,No,2,No
1302,0.0,,Missing_data,Missing_data,No,2,No
1303,0.0,,Missing_data,Missing_data,,-1,
1304,0.0,,Missing_data,Missing_data,,-1,
1305,2.33,20.0,4.0,Missing_data,Yes,2,No
1306,4.65,21.0,3.0,Missing_data,Yes,1,No
1307,0.0,,Missing_data,Missing_data,,-1,
1308,0.0,,Missing_data,Missing_data,,-1,
1309,0.0,,Missing_data,Missing_data,,-1,
1310,0.0,,Missing_data,Missing_data,,-1,
1311,0.0,,Missing_data,Missing_data,,-1,
1312,6.98,,3.0,Missing_data,Missing_data,2,No
1313,4.65,4.0,4.0,Missing_data,No,1,No
1314,2.33,2.0,2.0,1.0,No,1,No
1315,0.0,,Missing_data,Missing_data,,-1,
1316,0.0,,Missing_data,Missing_data,,-1,
1317,0.0,,Missing_data,Missing_data,,-1,
1318,93.02,12.0,3.0,Missing_data,No,1,No
1319,0.0,,Missing_data,Missing_data,,-1,
1320,9.3,23.0,4.0,Missing_data,Yes,1,No
1321,0.0,,Missing_data,Missing_data,,-1,
1322,9.3,1.0,1.0,1.0,Yes,1,No
1323,0.0,,Missing_data,Missing_data,,-1,
1324,6.98,20.0,1.0,Missing_data,No,1,No
1325,4.65,24.0,4.0,Missing_data,Missing_data,1,No
1326,4.65,3.0,2.0,1.0,No,2,No
1327,13.95,,Missing_data,Missing_data,No,1,No
1328,27.91,6.0,3.0,2.0,No,1,No
1329,9.3,,4.0,Missing_data,No,2,No
1330,6.98,24.0,2.0,1.0,Missing_data,1,No
1331,0.0,,Missing_data,Missing_data,,-1,
1332,0.0,,Missing_data,Missing_data,,-1,
1333,0.0,,Missing_data,Missing_data,,-1,
1334,0.0,,Missing_data,Missing_data,,-1,
1335,0.0,,Missing_data,Missing_data,,-1,
1336,4.65,,4.0,Missing_data,No,1,No
1337,97.67,24.0,4.0,Missing_data,Yes,1,No
1338,23.26,,Missing_data,Missing_data,No,2,No
1339,2.33,20.0,3.0,Missing_data,No,1,No
1340,0.0,,Missing_data,Missing_data,,-1,
1341,2.33,21.0,4.0,Missing_data,No,1,No
1342,34.88,21.0,4.0,Missing_data,No,7,No
1343,0.0,,Missing_data,Missing_data,,-1,
1344,0.0,,Missing_data,Missing_data,,-1,
1345,0.0,,Missing_data,Missing_data,,-1,
1346,0.0,,Missing_data,Missing_data,,-1,
1347,0.0,,Missing_data,Missing_data,,-1,
1348,0.0,22.0,4.0,Missing_data,No,1,No
1349,23.26,5.0,4.0,3.0,Yes,1,No
1350,9.3,6.0,3.0,1.0,No,1,No
1351,18.6,12.0,3.0,2.0,Missing_data,1,No
1352,37.21,,Missing_data,2.0,Yes,2,No
1353,18.6,,Missing_data,Missing_data,No,2,No
1354,9.3,5.0,4.0,3.0,Yes,1,No
1355,0.0,,Missing_data,Missing_data,,-1,
1356,0.0,,Missing_data,Missing_data,,-1,
1357,0.0,,Missing_data,Missing_data,,-1,
1358,0.0,,Missing_data,Missing_data,,-1,
1359,0.0,,Missing_data,Missing_data,,-1,
1360,0.0,,Missing_data,Missing_data,,-1,
1361,12.0,,Missing_data,Missing_data,,-1,
1362,0.0,,Missing_data,Missing_data,,-1,
1363,0.0,,Missing_data,Missing_data,,-1,
1364,0.0,,Missing_data,Missing_data,,-1,
1365,0.0,,Missing_data,Missing_data,,-1,
1366,0.0,,Missing_data,Missing_data,,-1,
1367,0.0,,Missing_data,Missing_data,,-1,
1368,0.0,,Missing_data,Missing_data,,-1,
1369,0.0,,Missing_data,Missing_data,,-1,
1370,0.0,,Missing_data,Missing_data,,-1,
1371,0.0,,Missing_data,Missing_data,,-1,
1372,9.3,20.0,3.0,Missing_data,No,1,No
1373,9.3,23.0,4.0,Missing_data,No,1,No
1374,27.91,15.0,2.0,2.0,No,2,No
1375,2.33,22.0,4.0,Missing_data,Yes,1,No
1376,0.0,,Missing_data,Missing_data,,-1,
1377,18.6,24.0,4.0,Missing_data,No,1,No
1378,2.33,20.0,2.0,5.0,No,1,No
1379,0.0,,Missing_data,Missing_data,,-1,
1380,0.0,,Missing_data,Missing_data,,-1,
1381,0.0,,Missing_data,Missing_data,,-1,
1382,0.0,,Missing_data,Missing_data,,-1,
1383,0.0,,Missing_data,Missing_data,,-1,
1384,0.0,,Missing_data,Missing_data,,-1,
1385,9.3,12.0,1.0,1.0,No,1,No
1386,2.33,18.0,4.0,10.0,No,2,No
1387,4.65,10.0,1.0,3.0,Yes,1,No
1388,37.21,20.0,3.0,4.0,Yes,1,No
1389,4.65,16.0,2.0,3.0,No,2,No
1390,8.37,24.0,2.0,Missing_data,No,2,No
1391,0.0,,Missing_data,Missing_data,,-1,
1392,0.0,,Missing_data,Missing_data,,-1,
1393,0.0,,Missing_data,Missing_data,,-1,
1394,0.0,,Missing_data,Missing_data,,-1,
1395,0.0,,Missing_data,Missing_data,,-1,
1396,0.0,,Missing_data,Missing_data,,-1,
1397,0.0,,Missing_data,Missing_data,,-1,
1398,0.0,,Missing_data,Missing_data,,-1,
1399,0.0,,Missing_data,Missing_data,,-1,
1400,0.0,,Missing_data,Missing_data,,-1,
1401,0.0,,Missing_data,Missing_data,,-1,
1402,0.0,,Missing_data,Missing_data,,-1,
1403,0.0,,Missing_data,Missing_data,,-1,
1404,0.0,,Missing_data,Missing_data,,-1,
1405,0.0,,Missing_data,Missing_data,,-1,
1406,0.0,,Missing_data,Missing_data,,-1,
1407,0.0,,Missing_data,Missing_data,,-1,
1408,0.0,,Missing_data,Missing_data,,-1,
1409,0.0,,Missing_data,Missing_data,,-1,
1410,0.0,,Missing_data,Missing_data,,-1,
1411,0.0,,Missing_data,Missing_data,,-1,
1412,0.0,,Missing_data,Missing_data,,-1,
1413,0.0,,Missing_data,Missing_data,,-1,
1414,0.0,,Missing_data,Missing_data,,-1,
1415,0.0,,Missing_data,Missing_data,,-1,
1416,0.0,,Missing_data,Missing_data,,-1,
1417,0.0,,Missing_data,Missing_data,,-1,
1418,0.0,,Missing_data,Missing_data,,-1,
1419,0.0,,Missing_data,Missing_data,,-1,
1420,0.0,,Missing_data,Missing_data,,-1,
1421,0.0,,Missing_data,Missing_data,,-1,
1422,0.0,,Missing_data,Missing_data,,-1,
1423,0.0,,Missing_data,Missing_data,,-1,
1424,0.0,,Missing_data,Missing_data,,-1,
1425,0.0,,Missing_data,Missing_data,,-1,
1426,0.0,,Missing_data,Missing_data,,-1,
1427,0.0,,Missing_data,Missing_data,,-1,
1428,0.0,,Missing_data,Missing_data,,-1,
1429,0.0,,Missing_data,Missing_data,,-1,
1430,0.0,,Missing_data,Missing_data,,-1,
1431,0.0,,Missing_data,Missing_data,,-1,
1432,0.0,,Missing_data,Missing_data,,-1,
1433,0.0,,Missing_data,Missing_data,,-1,
1434,0.0,,Missing_data,Missing_data,,-1,
1435,0.0,,Missing_data,Missing_data,,-1,
1436,0.0,,Missing_data,Missing_data,,-1,
1437,0.0,,Missing_data,Missing_data,,-1,
1438,0.0,,Missing_data,Missing_data,,-1,
1439,0.0,,Missing_data,Missing_data,,-1,
1440,0.0,,Missing_data,Missing_data,,-1,
1441,0.0,,Missing_data,Missing_data,,-1,
1442,0.0,,Missing_data,Missing_data,,-1,
1443,0.0,,Missing_data,Missing_data,,-1,
1444,0.0,,Missing_data,Missing_data,,-1,
1445,0.0,,Missing_data,Missing_data,,-1,
1446,0.0,,Missing_data,Missing_data,,-1,
1447,0.0,,Missing_data,Missing_data,,-1,
1448,0.0,,Missing_data,Missing_data,,-1,
1449,0.0,,Missing_data,Missing_data,,-1,
1450,0.0,,Missing_data,Missing_data,,-1,
1451,0.0,,Missing_data,Missing_data,,-1,
1452,0.0,,Missing_data,Missing_data,,-1,
1453,0.0,,Missing_data,Missing_data,,-1,
1454,0.0,,Missing_data,Missing_data,,-1,
1455,0.0,,Missing_data,Missing_data,,-1,
1456,0.0,4.0,4.0,Missing_data,No,2,No
1457,4.65,8.0,2.0,Missing_data,No,1,No
1458,4.65,21.0,3.0,Missing_data,Yes,1,No
1459,18.6,14.0,3.0,Missing_data,No,1,No
1460,23.26,2.0,2.0,1.0,No,1,No
1461,0.0,,Missing_data,Missing_data,,-1,
1462,18.6,22.0,4.0,Missing_data,No,1,No
1463,0.0,,Missing_data,Missing_data,,-1,
1464,4.65,24.0,4.0,Missing_data,No,1,No
1465,0.0,,Missing_data,Missing_data,,-1,
1466,0.0,,Missing_data,Missing_data,,-1,
1467,4.02,22.0,3.0,Missing_data,No,1,No
1468,0.0,,Missing_data,Missing_data,No,1,No
1469,2.33,6.0,3.0,Missing_data,Yes,1,No
1470,6.98,4.0,4.0,Missing_data,No,1,No
1471,0.0,,Missing_data,Missing_data,,-1,
1472,4.65,21.0,4.0,Missing_data,No,1,No
1473,5.58,18.0,3.0,2.0,No,1,No
1474,2.33,6.0,3.0,3.0,No,1,No
1475,0.0,,Missing_data,Missing_data,,-1,
1476,0.0,,Missing_data,Missing_data,,-1,
1477,0.0,,Missing_data,Missing_data,,-1,
1478,0.0,,Missing_data,Missing_data,,-1,
1479,0.0,,Missing_data,Missing_data,,-1,
1480,0.0,,Missing_data,Missing_data,,0,
1481,0.0,,Missing_data,Missing_data,,-1,
1482,0.0,,Missing_data,Missing_data,,-1,
1483,0.0,,Missing_data,Missing_data,,-1,
1484,0.0,,Missing_data,Missing_data,,-1,
1485,0.0,,Missing_data,Missing_data,,-1,
1486,0.0,,Missing_data,Missing_data,,-1,
1487,0.0,,Missing_data,Missing_data,,-1,
1488,0.0,,Missing_data,Missing_data,,-1,
1489,0.0,,Missing_data,Missing_data,,-1,
1490,0.0,,Missing_data,Missing_data,,-1,
1491,0.0,,Missing_data,Missing_data,,-1,
1492,11.63,8.0,2.0,1.0,Yes,1,No
1493,9.302,,Missing_data,Missing_data,,-1,
1494,9.3,24.0,4.0,Missing_data,No,1,No
1495,0.0,,Missing_data,Missing_data,,-1,
1496,18.6,15.0,2.0,1.0,Yes,1,No
1497,18.6,20.0,3.0,4.0,No,1,No
1498,11.63,23.0,4.0,Missing_data,No,1,No
1499,0.0,,Missing_data,Missing_data,,-1,
1500,0.0,,Missing_data,Missing_data,,-1,
1501,6.98,22.0,2.0,Missing_data,No,1,No
1502,0.0,,Missing_data,Missing_data,,-1,
1503,0.0,,Missing_data,Missing_data,,-1,
1504,0.0,,Missing_data,Missing_data,,-1,
1505,4.65,24.0,4.0,Missing_data,No,1,No
1506,11.63,21.0,4.0,Missing_data,No,1,No
1507,6.98,22.0,3.0,1.0,No,1,No
1508,18.6,21.0,3.0,1.0,No,1,No
1509,9.3,22.0,4.0,2.0,No,1,No
1510,4.65,17.0,2.0,4.0,No,1,No
1511,0.0,,Missing_data,Missing_data,,-1,
1512,0.0,,Missing_data,Missing_data,,-1,
1513,0.0,,Missing_data,Missing_data,,-1,
1514,0.0,,Missing_data,Missing_data,,-1,
1515,0.0,,Missing_data,Missing_data,,-1,
1516,2.33,15.0,2.0,4.0,No,1,No
1517,2.33,22.0,4.0,1.0,No,1,No
1518,9.3,20.0,3.0,2.0,Missing_data,1,No
1519,6.98,23.0,4.0,1.0,Yes,1,No
1520,9.3,24.0,4.0,6.0,Yes,1,No
1521,9.3,22.0,3.0,1.0,No,1,No
1522,4.65,22.0,4.0,2.0,No,1,No
1523,0.0,,Missing_data,Missing_data,,-1,
1524,0.0,,Missing_data,Missing_data,,-1,
1525,0.0,,Missing_data,Missing_data,,-1,
1526,0.0,,Missing_data,Missing_data,,-1,
1527,0.0,20.0,3.0,3.0,No,6,No
1528,2.33,22.0,3.0,3.0,No,1,No
1529,6.98,23.0,3.0,Missing_data,No,1,No
1530,4.65,21.0,2.0,Missing_data,No,1,No
1531,6.98,20.0,1.0,3.0,Missing_data,1,No
1532,27.91,24.0,4.0,Missing_data,No,1,No
1533,23.26,22.0,3.0,Missing_data,No,1,No
1534,9.3,20.0,3.0,1.0,No,1,No
1535,0.0,,Missing_data,Missing_data,,-1,
1536,0.0,,Missing_data,Missing_data,,-1,
1537,0.0,,Missing_data,Missing_data,,-1,
1538,0.0,,Missing_data,Missing_data,,-1,
1539,0.0,,Missing_data,Missing_data,,-1,
1540,0.0,,Missing_data,Missing_data,,-1,
1541,4.65,19.0,2.0,1.0,No,1,No
1542,0.0,,Missing_data,Missing_data,,-1,
1543,2.33,24.0,4.0,Missing_data,Yes,1,No
1544,2.33,20.0,2.0,2.0,No,1,No
1545,9.3,14.0,1.0,6.0,No,1,No
1546,2.33,12.0,1.0,5.0,Yes,1,No
1547,0.0,,Missing_data,Missing_data,,-1,
1548,0.0,,Missing_data,Missing_data,,-1,
1549,0.0,,Missing_data,Missing_data,,-1,
1550,0.0,,Missing_data,Missing_data,,-1,
1551,0.0,,Missing_data,Missing_data,,-1,
1552,0.0,,Missing_data,Missing_data,,-1,
1553,13.95,22.0,4.0,2.0,No,1,No
1554,0.0,,Missing_data,Missing_data,,-1,
1555,9.3,14.0,3.0,2.0,No,1,No
1556,9.3,22.0,4.0,2.0,No,1,No
1557,13.95,19.0,2.0,3.0,No,1,No
1558,9.3,22.0,4.0,2.0,No,1,No
1559,0.0,,Missing_data,Missing_data,,-1,
1560,0.0,,Missing_data,Missing_data,,-1,
1561,0.0,,Missing_data,Missing_data,,-1,
1562,0.0,,Missing_data,Missing_data,,-1,
1563,0.0,,Missing_data,Missing_data,,-1,
1564,0.0,,Missing_data,Missing_data,,-1,
1565,0.0,,Missing_data,Missing_data,,-1,
1566,0.0,,Missing_data,Missing_data,,-1,
1567,0.0,,Missing_data,Missing_data,,-1,
1568,0.0,,Missing_data,Missing_data,,-1,
1569,0.0,,Missing_data,Missing_data,,-1,
1570,0.0,,Missing_data,Missing_data,,-1,
1571,0.0,,Missing_data,Missing_data,,-1,
1572,0.0,,Missing_data,Missing_data,,-1,
1573,0.0,,Missing_data,Missing_data,,-1,
1574,0.0,,Missing_data,Missing_data,,-1,
1575,0.0,,Missing_data,Missing_data,,-1,
1576,0.0,,Missing_data,Missing_data,,-1,
1577,0.0,,Missing_data,Missing_data,,-1,
1578,0.0,,Missing_data,Missing_data,,-1,
1579,0.0,,Missing_data,Missing_data,,-1,
1580,0.0,,Missing_data,Missing_data,,-1,
1581,0.0,,Missing_data,Missing_data,,-1,
1582,0.0,,Missing_data,Missing_data,,-1,
1583,0.0,,Missing_data,Missing_data,,-1,
1584,0.0,,Missing_data,Missing_data,,-1,
1585,0.0,,Missing_data,Missing_data,,-1,
1586,0.0,,Missing_data,Missing_data,,-1,
1587,0.0,,Missing_data,Missing_data,,-1,
1588,4.65,16.0,2.0,2.0,No,1,No
1589,4.65,21.0,3.0,1.0,No,1,No
1590,4.65,20.0,3.0,Missing_data,Yes,1,No
1591,6.98,22.0,3.0,Missing_data,Missing_data,1,No
1592,2.33,15.0,2.0,3.0,No,1,No
1593,0.0,,Missing_data,Missing_data,,-1,
1594,4.65,22.0,3.0,Missing_data,Yes,1,No
1595,0.0,,Missing_data,Missing_data,,-1,
1596,0.0,,Missing_data,Missing_data,,-1,
1597,0.0,,Missing_data,Missing_data,,-1,
1598,0.0,,Missing_data,Missing_data,,-1,
1599,0.0,,Missing_data,Missing_data,,-1,
1600,2.33,12.0,1.0,6.0,Yes,1,No
1601,4.65,24.0,4.0,Missing_data,Yes,1,No
1602,69.77,22.0,4.0,1.0,No,1,No
1603,4.65,24.0,4.0,Missing_data,Yes,1,No
1604,6.98,23.0,4.0,2.0,No,1,No
1605,13.95,22.0,4.0,2.0,No,1,No
1606,4.65,20.0,2.0,3.0,Yes,1,No
1607,0.0,,Missing_data,Missing_data,,-1,
1608,0.0,,Missing_data,Missing_data,,-1,
1609,0.0,,Missing_data,Missing_data,,-1,
1610,0.0,,Missing_data,Missing_data,,-1,
1611,0.0,,Missing_data,Missing_data,,-1,
1612,4.65,24.0,4.0,Missing_data,No,1,No
1613,5.58,23.0,4.0,Missing_data,No,1,No
1614,4.65,10.0,2.0,4.0,Yes,1,No
1615,4.65,24.0,4.0,Missing_data,Yes,1,No
1616,27.91,24.0,4.0,Missing_data,Yes,1,No
1617,2.33,14.0,2.0,3.0,No,1,No
1618,9.3,16.0,2.0,3.0,Yes,1,No
1619,0.0,,Missing_data,Missing_data,,-1,
1620,0.0,,Missing_data,Missing_data,,-1,
1621,0.0,,Missing_data,Missing_data,,-1,
1622,0.0,,Missing_data,Missing_data,,-1,
1623,0.0,,Missing_data,Missing_data,,-1,
1624,0.0,,Missing_data,Missing_data,,-1,
1625,0.0,,Missing_data,Missing_data,,-1,
1626,0.0,,Missing_data,Missing_data,,-1,
1627,0.0,,Missing_data,Missing_data,,-1,
1628,0.0,,Missing_data,Missing_data,,-1,
