,Total_Capacity_in_kWh_month,Total_Availability_day_in_hours,Total_Availability_evening_in_hours,Total_Reliability,Total_Quality,Total_Legality,Total_Health
2708,0.0,,Missing_data,Missing_data,,-1,
2709,0.0,,Missing_data,Missing_data,,-1,
2710,0.0,,Missing_data,Missing_data,,-1,
2711,0.0,,Missing_data,Missing_data,,-1,
2712,0.0,,Missing_data,Missing_data,,-1,
2713,0.0,,Missing_data,Missing_data,,-1,
2714,0.0,,Missing_data,Missing_data,,-1,
2715,0.0,,Missing_data,Missing_data,,-1,
2716,0.0,,Missing_data,Missing_data,,-1,
2717,0.0,,Missing_data,Missing_data,,-1,
2718,0.0,,Missing_data,Missing_data,,-1,
2719,0.0,,Missing_data,Missing_data,,-1,
2720,0.0,,Missing_data,Missing_data,,-1,
2721,0.0,,Missing_data,Missing_data,,-1,
2722,0.0,,Missing_data,Missing_data,,-1,
2723,0.0,,Missing_data,Missing_data,,-1,
2724,0.0,,Missing_data,Missing_data,,-1,
2725,0.0,,Missing_data,Missing_data,,-1,
2726,0.0,,Missing_data,Missing_data,,-1,
2727,0.0,,Missing_data,Missing_data,,-1,
2728,4.65,12.0,4.0,Missing_data,Missing_data,1,No
2729,2.33,5.0,1.0,Missing_data,No,1,No
2730,2.33,5.0,2.0,3.0,No,1,No
2731,0.0,,Missing_data,Missing_data,,-1,
2732,0.0,,Missing_data,Missing_data,,-1,
2733,0.0,,Missing_data,Missing_data,,-1,
2734,0.0,,Missing_data,Missing_data,,-1,
2735,0.0,,Missing_data,Missing_data,,-1,
2736,0.0,,Missing_data,Missing_data,,-1,
2737,9.3,12.0,4.0,1.0,No,1,No
2738,0.0,,Missing_data,Missing_data,,-1,
2739,0.0,,Missing_data,Missing_data,,-1,
2740,0.0,,Missing_data,Missing_data,,-1,
2741,0.0,,Missing_data,Missing_data,,-1,
2742,0.0,,Missing_data,Missing_data,,-1,
2743,0.0,,Missing_data,Missing_data,,-1,
2744,0.0,,Missing_data,Missing_data,,-1,
2745,0.0,,Missing_data,Missing_data,,-1,
2746,0.0,,Missing_data,Missing_data,,-1,
2747,0.0,,Missing_data,Missing_data,,-1,
2748,0.0,,Missing_data,Missing_data,,-1,
2749,0.0,,Missing_data,Missing_data,,-1,
2750,4.65,24.0,4.0,Missing_data,No,1,No
2751,6.98,24.0,4.0,Missing_data,Yes,1,No
2752,9.3,3.0,1.0,1.0,Yes,1,No
2753,69.77,15.0,2.0,4.0,Yes,1,No
2754,2.33,22.0,4.0,Missing_data,No,1,No
2755,6.98,7.0,1.0,4.0,No,2,No
2756,0.0,,Missing_data,Missing_data,,-1,
2757,0.0,,Missing_data,Missing_data,,-1,
2758,0.0,,Missing_data,Missing_data,,-1,
2759,0.0,,Missing_data,Missing_data,,-1,
2760,0.0,,Missing_data,Missing_data,,-1,
2761,0.0,,Missing_data,Missing_data,,-1,
2762,0.0,,Missing_data,Missing_data,,-1,
2763,0.0,,Missing_data,Missing_data,,-1,
2764,0.0,,Missing_data,Missing_data,,-1,
2765,0.0,,Missing_data,Missing_data,,-1,
2766,0.0,,Missing_data,Missing_data,,-1,
2767,0.0,,Missing_data,Missing_data,,-1,
2768,2.33,22.0,4.0,Missing_data,No,3,No
2769,0.0,24.0,4.0,Missing_data,Yes,3,No
2770,0.0,,Missing_data,Missing_data,,-1,
2771,0.0,,Missing_data,Missing_data,,-1,
2772,0.0,,Missing_data,Missing_data,,-1,
2773,2.33,15.0,4.0,Missing_data,No,1,No
2774,0.0,,Missing_data,Missing_data,,-1,
2775,4.65,12.0,1.0,2.0,Yes,1,No
2776,0.0,,Missing_data,Missing_data,,-1,
2777,5.58,20.0,4.0,Missing_data,No,1,No
2778,0.0,24.0,4.0,Missing_data,No,1,No
2779,4.65,16.0,4.0,Missing_data,No,1,No
2780,0.0,,Missing_data,Missing_data,,-1,
2781,0.0,,Missing_data,Missing_data,,-1,
2782,0.0,,Missing_data,Missing_data,,-1,
2783,0.0,,Missing_data,Missing_data,,-1,
2784,0.0,,Missing_data,Missing_data,,-1,
2785,0.0,,Missing_data,Missing_data,,-1,
2786,0.0,,Missing_data,Missing_data,,-1,
2787,0.0,,Missing_data,Missing_data,,-1,
2788,0.0,,Missing_data,Missing_data,,-1,
2789,0.0,,Missing_data,Missing_data,,-1,
2790,0.0,,Missing_data,Missing_data,,-1,
2791,0.0,,Missing_data,Missing_data,,-1,
2792,0.0,,Missing_data,Missing_data,,-1,
2793,0.0,,Missing_data,Missing_data,,-1,
2794,0.0,,Missing_data,Missing_data,,-1,
2795,0.0,,Missing_data,Missing_data,,-1,
2796,0.0,,Missing_data,Missing_data,,-1,
2797,0.0,,Missing_data,Missing_data,,-1,
2798,0.0,,Missing_data,Missing_data,,-1,
2799,0.0,,Missing_data,Missing_data,,-1,
2800,0.0,,Missing_data,Missing_data,,-1,
2801,0.0,,Missing_data,Missing_data,,-1,
2802,0.0,,Missing_data,Missing_data,,-1,
2803,0.0,,Missing_data,Missing_data,,-1,
2804,0.0,,Missing_data,Missing_data,,-1,
2805,4.65,,4.0,Missing_data,Missing_data,1,No
2806,0.0,,Missing_data,Missing_data,,-1,
2807,0.0,,Missing_data,Missing_data,,-1,
2808,0.0,,Missing_data,Missing_data,,-1,
2809,162.79,12.0,3.0,Missing_data,No,1,No
2810,9.3,24.0,4.0,Missing_data,No,1,No
2811,13.95,6.0,3.0,Missing_data,No,1,No
2812,0.0,,Missing_data,Missing_data,,-1,
2813,4.65,20.0,2.0,2.0,Yes,1,No
2814,2.33,20.0,4.0,Missing_data,No,1,No
2815,0.0,,Missing_data,Missing_data,,-1,
2816,0.0,,Missing_data,Missing_data,,-1,
2817,0.0,,Missing_data,Missing_data,,-1,
2818,0.0,,Missing_data,Missing_data,,-1,
2819,2.33,12.0,2.0,1.0,No,1,No
2820,0.0,,Missing_data,Missing_data,,-1,
2821,2.33,8.0,1.0,1.0,No,1,No
2822,4.65,,Missing_data,Missing_data,No,1,No
2823,13.95,15.0,2.0,10.0,Yes,1,No
2824,4.65,,Missing_data,Missing_data,No,1,No
2825,13.95,24.0,4.0,Missing_data,Yes,1,No
2826,9.3,20.0,3.0,Missing_data,No,1,No
2827,23.26,15.0,3.0,3.0,Yes,1,No
2828,0.0,,Missing_data,Missing_data,,-1,
2829,0.0,,Missing_data,Missing_data,,-1,
2830,0.0,,Missing_data,Missing_data,,-1,
2831,0.0,,Missing_data,Missing_data,,-1,
2832,0.0,,Missing_data,Missing_data,,-1,
2833,0.0,,Missing_data,Missing_data,,-1,
2834,0.0,,Missing_data,Missing_data,,-1,
2835,0.0,,Missing_data,Missing_data,,-1,
2836,0.0,,Missing_data,Missing_data,,-1,
2837,0.0,,Missing_data,Missing_data,,-1,
2838,0.0,,Missing_data,Missing_data,,-1,
2839,0.0,,Missing_data,Missing_data,,-1,
2840,0.0,,Missing_data,Missing_data,,-1,
2841,0.0,,Missing_data,Missing_data,,-1,
2842,0.0,,Missing_data,Missing_data,,-1,
2843,0.0,,Missing_data,Missing_data,,-1,
2844,0.0,,Missing_data,Missing_data,,-1,
2845,9.3,12.0,4.0,Missing_data,Missing_data,1,No
2846,4.65,7.0,2.0,1.0,No,1,No
2847,4.65,20.0,4.0,Missing_data,No,1,No
2848,0.0,,Missing_data,Missing_data,,-1,
2849,0.0,,Missing_data,Missing_data,,-1,
2850,13.95,24.0,4.0,Missing_data,No,1,No
2851,9.3,22.0,4.0,Missing_data,No,1,No
2852,0.0,,Missing_data,Missing_data,,-1,
2853,0.0,,Missing_data,Missing_data,,-1,
2854,0.0,,Missing_data,Missing_data,,-1,
2855,0.0,,Missing_data,Missing_data,,-1,
2856,0.0,,Missing_data,Missing_data,,-1,
2857,0.0,,Missing_data,Missing_data,No,6,No
2858,6.98,20.0,4.0,Missing_data,No,1,No
2859,0.0,,4.0,Missing_data,No,1,No
2860,0.0,,Missing_data,Missing_data,No,6,No
2861,0.0,3.0,1.0,Missing_data,Missing_data,1,No
2862,0.0,,Missing_data,Missing_data,No,6,No
2863,4.65,,Missing_data,Missing_data,Missing_data,7,
2864,0.0,,Missing_data,Missing_data,,-1,
2865,0.0,,Missing_data,Missing_data,,-1,
2866,0.0,,Missing_data,Missing_data,,-1,
2867,0.0,,Missing_data,Missing_data,,-1,
2868,2.33,20.0,4.0,Missing_data,No,1,No
2869,2.33,23.0,4.0,Missing_data,No,2,No
2870,4.65,18.0,1.0,2.0,No,1,No
2871,4.65,24.0,4.0,Missing_data,Yes,1,No
2872,2.33,23.0,4.0,Missing_data,No,1,No
2873,2.33,8.0,3.0,2.0,Yes,1,No
2874,2.79,20.0,2.0,2.0,Yes,1,No
2875,0.0,,Missing_data,Missing_data,,-1,
2876,18.6,8.0,2.0,1.0,No,1,No
2877,23.26,23.0,3.0,1.0,No,1,No
2878,0.0,,Missing_data,Missing_data,,-1,
2879,0.0,,Missing_data,Missing_data,,-1,
2880,83.72,23.0,4.0,Missing_data,No,1,No
2881,0.0,24.0,3.0,Missing_data,Missing_data,1,No
2882,18.6,20.0,3.0,Missing_data,Yes,1,No
2883,4.65,,Missing_data,Missing_data,Missing_data,1,No
2884,18.6,22.0,4.0,Missing_data,No,1,No
2885,18.6,22.0,4.0,Missing_data,No,1,No
2886,0.0,,Missing_data,Missing_data,,-1,
2887,27.91,22.0,4.0,Missing_data,No,1,No
2888,0.0,,Missing_data,Missing_data,,-1,
2889,0.0,,Missing_data,Missing_data,,-1,
2890,0.0,,Missing_data,Missing_data,,-1,
2891,0.0,,Missing_data,Missing_data,,-1,
2892,0.0,,Missing_data,Missing_data,,-1,
2893,0.0,,Missing_data,Missing_data,,-1,
2894,0.0,,Missing_data,Missing_data,,-1,
2895,0.0,,Missing_data,Missing_data,,-1,
2896,0.0,,Missing_data,Missing_data,,-1,
2897,0.0,,Missing_data,Missing_data,,-1,
2898,0.0,,Missing_data,Missing_data,,-1,
2899,0.0,,Missing_data,Missing_data,,-1,
2900,0.0,,Missing_data,Missing_data,,-1,
2901,0.0,,Missing_data,Missing_data,,-1,
2902,0.0,,Missing_data,Missing_data,,-1,
2903,0.0,,Missing_data,Missing_data,,-1,
2904,0.0,,Missing_data,Missing_data,,-1,
2905,0.0,,Missing_data,Missing_data,,-1,
2906,0.0,,Missing_data,Missing_data,,-1,
2907,0.0,,Missing_data,Missing_data,,-1,
2908,0.0,,Missing_data,Missing_data,,-1,
2909,0.0,,Missing_data,Missing_data,,-1,
2910,0.0,,Missing_data,Missing_data,,-1,
2911,0.0,,Missing_data,Missing_data,,-1,
2912,0.0,,Missing_data,Missing_data,,-1,
2913,0.0,,Missing_data,Missing_data,,-1,
2914,0.0,,Missing_data,Missing_data,,-1,
2915,0.0,,Missing_data,Missing_data,,-1,
2916,13.95,22.0,4.0,Missing_data,Yes,1,No
2917,0.0,,Missing_data,Missing_data,,-1,
2918,0.0,,Missing_data,Missing_data,,-1,
2919,13.95,,Missing_data,Missing_data,No,1,No
2920,0.0,,Missing_data,Missing_data,,-1,
2921,23.26,24.0,4.0,Missing_data,No,1,No
2922,0.0,,Missing_data,Missing_data,,-1,
2923,0.0,,Missing_data,Missing_data,,-1,
2924,0.0,,Missing_data,Missing_data,,-1,
2925,0.0,,Missing_data,Missing_data,,-1,
2926,0.0,,Missing_data,Missing_data,,-1,
2927,0.0,,Missing_data,Missing_data,,-1,
2928,0.0,,Missing_data,Missing_data,,-1,
2929,0.0,,Missing_data,Missing_data,,-1,
2930,0.0,,Missing_data,Missing_data,,-1,
2931,0.0,,Missing_data,Missing_data,,-1,
2932,0.0,,Missing_data,Missing_data,,-1,
2933,0.0,,Missing_data,Missing_data,,-1,
2934,0.0,,Missing_data,Missing_data,,-1,
2935,4.65,20.0,4.0,Missing_data,No,1,No
2936,0.0,,Missing_data,Missing_data,,-1,
2937,23.26,24.0,4.0,Missing_data,Yes,1,No
2938,0.0,,Missing_data,Missing_data,,-1,
2939,0.0,,Missing_data,Missing_data,,-1,
2940,6.98,20.0,4.0,Missing_data,No,1,No
2941,0.0,,Missing_data,Missing_data,,-1,
2942,0.0,,Missing_data,Missing_data,,-1,
2943,0.0,,Missing_data,Missing_data,,-1,
2944,13.95,24.0,4.0,Missing_data,No,1,No
2945,0.0,,Missing_data,Missing_data,,-1,
2946,0.0,,Missing_data,Missing_data,,-1,
2947,0.0,,Missing_data,Missing_data,,-1,
2948,0.0,,Missing_data,Missing_data,,-1,
2949,0.0,,Missing_data,Missing_data,,-1,
2950,9.3,20.0,4.0,Missing_data,No,1,No
2951,0.0,,Missing_data,Missing_data,,-1,
2952,2.33,20.0,4.0,Missing_data,Yes,1,No
2953,37.205,22.0,4.0,Missing_data,No,2,No
2954,2.79,12.0,3.0,Missing_data,No,1,No
2955,0.0,,Missing_data,Missing_data,,-1,
2956,0.0,,Missing_data,Missing_data,,-1,
2957,4.65,15.0,3.0,Missing_data,No,1,No
2958,13.95,20.0,4.0,Missing_data,Yes,1,No
2959,0.0,,Missing_data,Missing_data,,-1,
2960,0.0,,Missing_data,Missing_data,,-1,
2961,0.0,,Missing_data,Missing_data,,-1,
2962,9.3,24.0,4.0,Missing_data,Yes,1,No
2963,0.0,,Missing_data,Missing_data,,-1,
2964,4.65,,4.0,2.0,Missing_data,3,No
2965,4.65,,Missing_data,Missing_data,Missing_data,7,
2966,4.65,24.0,3.0,Missing_data,Missing_data,1,No
2967,0.0,,Missing_data,Missing_data,Missing_data,6,
2968,4.65,20.0,4.0,Missing_data,Yes,1,No
2969,0.0,,Missing_data,Missing_data,Missing_data,6,
2970,0.0,,Missing_data,Missing_data,Missing_data,6,
2971,0.0,,Missing_data,Missing_data,,-1,
2972,0.0,,Missing_data,Missing_data,,-1,
2973,0.0,,Missing_data,Missing_data,,-1,
2974,0.0,,Missing_data,Missing_data,,-1,
2975,0.0,,Missing_data,Missing_data,,-1,
2976,0.0,,Missing_data,Missing_data,,-1,
2977,0.0,,Missing_data,Missing_data,,-1,
2978,0.0,,Missing_data,Missing_data,,-1,
2979,0.0,,Missing_data,Missing_data,,-1,
2980,0.0,,Missing_data,Missing_data,,-1,
2981,0.0,,Missing_data,Missing_data,,-1,
2982,0.0,,Missing_data,Missing_data,,-1,
2983,0.0,,Missing_data,Missing_data,,-1,
2984,0.0,4.0,1.0,3.0,No,6,No
2985,0.0,,Missing_data,Missing_data,,-1,
2986,0.0,,Missing_data,Missing_data,,-1,
2987,0.0,,Missing_data,Missing_data,,-1,
2988,4.65,22.0,4.0,Missing_data,Missing_data,3,No
2989,2.33,18.0,1.0,Missing_data,No,1,No
2990,4.65,18.0,4.0,Missing_data,No,1,No
2991,0.0,,Missing_data,Missing_data,,-1,
2992,18.6,20.0,3.0,Missing_data,No,1,No
2993,4.65,23.0,4.0,Missing_data,Missing_data,1,No
2994,4.65,22.0,1.0,1.0,Missing_data,1,No
2995,0.0,,Missing_data,Missing_data,,-1,
2996,9.3,22.0,4.0,Missing_data,No,1,No
2997,0.0,,Missing_data,Missing_data,,-1,
2998,0.0,,Missing_data,Missing_data,,-1,
2999,0.0,,Missing_data,Missing_data,,-1,
3000,9.3,19.0,3.0,1.0,No,2,No
3001,4.65,20.0,4.0,Missing_data,No,1,No
3002,2.33,20.0,3.0,Missing_data,No,1,No
3003,2.33,23.0,4.0,Missing_data,Yes,1,No
3004,2.33,22.0,3.0,Missing_data,No,1,No
3005,4.65,10.0,3.0,5.0,No,1,No
3006,0.0,,Missing_data,Missing_data,,-1,
3007,0.0,,Missing_data,Missing_data,,-1,
3008,0.0,,Missing_data,Missing_data,,-1,
3009,0.0,,Missing_data,Missing_data,,-1,
3010,0.0,,Missing_data,Missing_data,,-1,
3011,4.65,24.0,3.0,Missing_data,No,1,No
3012,4.65,22.0,4.0,Missing_data,No,1,No
3013,4.65,24.0,4.0,Missing_data,Yes,1,No
3014,4.65,20.0,4.0,Missing_data,No,1,No
3015,9.3,12.0,3.0,1.0,Yes,1,No
3016,6.98,15.0,2.0,2.0,Yes,1,No
3017,4.65,22.0,2.0,1.0,Missing_data,1,No
3018,4.65,22.0,4.0,Missing_data,Missing_data,1,No
3019,0.0,,Missing_data,Missing_data,,-1,
3020,0.0,,Missing_data,Missing_data,,-1,
3021,0.0,,Missing_data,Missing_data,,-1,
3022,0.0,,Missing_data,Missing_data,,-1,
3023,0.0,,Missing_data,Missing_data,,-1,
3024,13.95,20.0,1.0,1.0,Yes,1,No
3025,23.26,24.0,4.0,Missing_data,No,1,No
3026,0.0,,Missing_data,Missing_data,,-1,
3027,6.98,20.0,4.0,Missing_data,No,1,No
3028,13.95,22.0,4.0,Missing_data,Yes,1,No
3029,18.6,24.0,4.0,Missing_data,Yes,1,No
3030,9.3,21.0,1.0,2.0,Missing_data,1,No
3031,0.0,,Missing_data,Missing_data,,-1,
3032,0.0,,Missing_data,Missing_data,,-1,
3033,0.0,,Missing_data,Missing_data,,-1,
3034,0.0,,Missing_data,Missing_data,,-1,
3035,0.0,,Missing_data,Missing_data,,-1,
3036,0.0,,Missing_data,Missing_data,,-1,
3037,0.0,,Missing_data,Missing_data,,-1,
3038,0.0,,Missing_data,Missing_data,,-1,
3039,0.0,,Missing_data,Missing_data,,-1,
3040,0.0,,Missing_data,Missing_data,,-1,
3041,0.0,,Missing_data,Missing_data,,-1,
3042,290.0,,Missing_data,Missing_data,,-1,
3043,0.0,,Missing_data,Missing_data,,-1,
3044,0.0,,Missing_data,Missing_data,,-1,
3045,0.0,,Missing_data,Missing_data,,-1,
3046,0.0,,Missing_data,Missing_data,,-1,
3047,0.0,,Missing_data,Missing_data,,-1,
3048,0.0,,Missing_data,Missing_data,,-1,
3049,0.0,,Missing_data,Missing_data,,-1,
3050,0.0,,Missing_data,Missing_data,,-1,
3051,0.0,,Missing_data,Missing_data,,-1,
3052,0.0,,Missing_data,Missing_data,,-1,
3053,0.0,,Missing_data,Missing_data,,-1,
3054,0.0,,Missing_data,Missing_data,,-1,
3055,0.0,,Missing_data,Missing_data,,-1,
3056,0.0,,Missing_data,Missing_data,,-1,
3057,0.0,,Missing_data,Missing_data,,-1,
3058,0.0,,Missing_data,Missing_data,,-1,
3059,2.33,1.0,3.0,Missing_data,No,7,No
3060,0.0,22.0,4.0,Missing_data,No,1,No
3061,10.23,6.0,1.0,3.0,Yes,1,No
3062,18.6,24.0,2.0,1.0,Yes,1,No
3063,0.0,22.0,4.0,Missing_data,Missing_data,1,No
3064,0.0,22.0,4.0,Missing_data,No,1,No
3065,2.79,21.0,4.0,Missing_data,No,1,No
3066,9.3,20.0,4.0,Missing_data,Yes,1,No
3067,0.0,,Missing_data,Missing_data,,-1,
3068,0.0,,Missing_data,Missing_data,,-1,
3069,0.0,,Missing_data,Missing_data,,-1,
3070,0.0,,Missing_data,Missing_data,,-1,
3071,0.0,,Missing_data,Missing_data,,-1,
3072,0.0,,Missing_data,Missing_data,,-1,
3073,0.0,,Missing_data,Missing_data,,-1,
3074,0.0,,Missing_data,Missing_data,,-1,
3075,0.0,,Missing_data,Missing_data,,-1,
3076,0.0,,Missing_data,Missing_data,,-1,
3077,0.0,,Missing_data,Missing_data,,-1,
3078,0.0,,Missing_data,Missing_data,,-1,
3079,0.0,,Missing_data,Missing_data,,-1,
3080,0.0,,Missing_data,Missing_data,Missing_data,6,
3081,0.0,,Missing_data,Missing_data,,-1,
3082,0.0,,Missing_data,Missing_data,,-1,
3083,2.33,23.0,4.0,Missing_data,No,2,No
3084,9.3,18.0,3.0,2.0,No,1,No
3085,9.3,23.0,4.0,Missing_data,Yes,1,No
3086,0.0,,Missing_data,Missing_data,,-1,
3087,11.63,24.0,4.0,Missing_data,No,1,No
3088,0.0,,Missing_data,Missing_data,,-1,
3089,2.33,22.0,4.0,Missing_data,No,1,No
3090,2.33,21.0,4.0,Missing_data,No,1,No
3091,27.91,21.0,3.0,1.0,No,1,No
3092,4.65,22.0,4.0,Missing_data,No,1,No
3093,0.0,,Missing_data,Missing_data,,-1,
3094,0.0,,Missing_data,Missing_data,,-1,
3095,9.3,5.0,3.0,1.0,Yes,1,No
3096,23.26,23.0,2.0,1.0,No,1,No
3097,13.95,20.0,4.0,Missing_data,No,1,No
3098,9.3,22.0,4.0,Missing_data,No,1,No
3099,13.95,20.0,4.0,Missing_data,No,1,No
3100,27.91,24.0,4.0,Missing_data,No,1,No
3101,9.3,13.0,2.0,Missing_data,No,1,No
3102,0.0,,Missing_data,Missing_data,,-1,
3103,0.0,,Missing_data,Missing_data,,-1,
3104,0.0,,Missing_data,Missing_data,,-1,
3105,4.65,,Missing_data,Missing_data,Missing_data,7,
3106,0.0,,Missing_data,Missing_data,,-1,
3107,0.0,,Missing_data,Missing_data,,-1,
3108,2.33,24.0,4.0,Missing_data,Missing_data,1,No
3109,4.65,22.0,4.0,Missing_data,No,1,No
3110,2.33,20.0,2.0,1.0,No,1,No
3111,2.33,20.0,4.0,Missing_data,No,1,No
3112,4.65,6.0,4.0,3.0,No,1,No
3113,4.65,,Missing_data,Missing_data,Missing_data,7,
3114,13.95,24.0,4.0,Missing_data,No,1,No
3115,0.0,,Missing_data,Missing_data,,-1,
3116,0.0,,Missing_data,Missing_data,,-1,
3117,0.0,,Missing_data,Missing_data,,-1,
3118,0.0,,Missing_data,Missing_data,,-1,
3119,0.0,,Missing_data,Missing_data,,-1,
3120,9.3,20.0,4.0,Missing_data,Yes,1,No
3121,13.95,21.0,4.0,Missing_data,No,2,No
3122,0.0,,Missing_data,Missing_data,,-1,
3123,13.95,24.0,4.0,Missing_data,No,1,No
3124,18.6,20.0,3.0,Missing_data,Yes,1,No
3125,4.65,21.0,4.0,Missing_data,No,2,No
3126,9.3,24.0,4.0,Missing_data,Yes,1,No
3127,0.0,,Missing_data,Missing_data,,-1,
3128,0.0,,Missing_data,Missing_data,,-1,
3129,0.0,,Missing_data,Missing_data,,-1,
3130,0.0,,Missing_data,Missing_data,,-1,
3131,0.0,,Missing_data,Missing_data,,-1,
3132,4.65,22.0,4.0,Missing_data,Yes,1,No
3133,2.33,20.0,4.0,Missing_data,No,1,No
3134,4.65,23.0,4.0,Missing_data,No,1,No
3135,4.65,6.0,2.0,3.0,No,1,No
3136,2.33,12.0,2.0,4.0,Yes,2,No
3137,4.65,23.0,4.0,Missing_data,Yes,1,No
3138,4.65,20.0,4.0,Missing_data,Yes,1,No
3139,0.0,,Missing_data,Missing_data,,-1,
3140,0.0,,Missing_data,Missing_data,,-1,
3141,0.0,,Missing_data,Missing_data,,-1,
3142,0.0,,Missing_data,Missing_data,,-1,
3143,0.0,,Missing_data,Missing_data,,-1,
3144,0.0,,Missing_data,Missing_data,,-1,
3145,2.33,3.0,2.0,Missing_data,No,1,No
3146,2.33,24.0,4.0,Missing_data,Yes,1,No
3147,0.0,23.0,4.0,Missing_data,No,6,No
3148,0.0,,Missing_data,Missing_data,,-1,
3149,0.0,,Missing_data,Missing_data,,-1,
3150,0.0,,Missing_data,Missing_data,,-1,
3151,0.0,,Missing_data,Missing_data,,-1,
3152,0.0,,Missing_data,Missing_data,,-1,
3153,0.0,,Missing_data,Missing_data,,-1,
3154,0.0,,Missing_data,Missing_data,,-1,
3155,0.0,,Missing_data,Missing_data,,-1,
3156,0.0,,Missing_data,Missing_data,,-1,
3157,0.0,,Missing_data,Missing_data,,-1,
3158,6.05,20.0,1.0,Missing_data,No,1,No
3159,0.0,,Missing_data,Missing_data,,-1,
3160,0.0,,Missing_data,Missing_data,,-1,
3161,0.0,,Missing_data,Missing_data,,-1,
3162,0.0,,Missing_data,Missing_data,,-1,
3163,0.0,,Missing_data,Missing_data,,-1,
3164,0.0,,Missing_data,Missing_data,,-1,
3165,0.0,,Missing_data,Missing_data,,-1,
3166,0.0,,Missing_data,Missing_data,,-1,
3167,0.0,,Missing_data,Missing_data,,-1,
3168,0.0,,Missing_data,Missing_data,,-1,
3169,0.0,,Missing_data,Missing_data,,-1,
3170,0.0,,Missing_data,Missing_data,,-1,
3171,0.0,,Missing_data,Missing_data,,-1,
3172,0.0,,Missing_data,Missing_data,,-1,
3173,0.0,,Missing_data,Missing_data,,-1,
3174,0.0,,Missing_data,Missing_data,,-1,
3175,0.0,,Missing_data,Missing_data,,-1,
3176,0.0,,Missing_data,Missing_data,,-1,
3177,0.0,,Missing_data,Missing_data,,-1,
3178,0.0,,Missing_data,Missing_data,,-1,
3179,4.65,12.0,2.0,3.0,No,4,No
3180,93.02,24.0,4.0,Missing_data,Yes,1,No
3181,4.65,20.0,4.0,4.0,No,1,No
3182,6.98,22.0,4.0,Missing_data,No,1,No
3183,4.65,22.0,4.0,Missing_data,No,1,No
3184,2.33,24.0,3.0,Missing_data,No,1,No
3185,9.3,15.0,2.0,Missing_data,Yes,1,No
3186,9.3,20.0,3.0,Missing_data,No,1,No
3187,2.33,20.0,4.0,Missing_data,No,1,No
3188,2.33,24.0,4.0,Missing_data,No,1,No
3189,0.0,,Missing_data,Missing_data,,-1,
3190,0.0,,Missing_data,Missing_data,,-1,
3191,0.0,,Missing_data,Missing_data,,-1,
3192,0.0,,Missing_data,Missing_data,,-1,
3193,0.0,10.0,3.0,6.0,No,6,No
3194,4.65,24.0,4.0,Missing_data,No,1,No
3195,3.26,24.0,4.0,Missing_data,Yes,1,No
3196,2.33,20.0,4.0,Missing_data,No,1,No
3197,2.33,24.0,4.0,Missing_data,Missing_data,1,No
3198,4.65,24.0,2.0,2.0,Missing_data,7,No
3199,0.0,,Missing_data,Missing_data,No,7,No
3200,4.65,23.0,4.0,Missing_data,No,1,No
3201,0.0,,Missing_data,Missing_data,,-1,
3202,0.0,,Missing_data,Missing_data,,-1,
3203,0.0,,Missing_data,Missing_data,,-1,
3204,0.0,,Missing_data,Missing_data,,-1,
3205,2.33,21.0,2.0,1.0,No,1,No
3206,9.3,21.0,4.0,Missing_data,No,1,No
3207,2.33,16.0,2.0,Missing_data,Yes,1,No
3208,2.33,20.0,4.0,Missing_data,No,1,No
3209,18.6,24.0,4.0,Missing_data,No,2,No
3210,6.98,12.0,2.0,2.0,No,1,No
3211,0.0,,Missing_data,Missing_data,,-1,
3212,0.0,,Missing_data,Missing_data,,-1,
3213,0.0,,Missing_data,Missing_data,,-1,
3214,0.0,,Missing_data,Missing_data,,-1,
3215,0.0,,Missing_data,Missing_data,,-1,
3216,0.0,,Missing_data,Missing_data,,-1,
3217,0.0,,Missing_data,Missing_data,,-1,
3218,0.0,,Missing_data,Missing_data,,-1,
3219,0.0,,Missing_data,Missing_data,,-1,
3220,0.0,,Missing_data,Missing_data,,-1,
3221,0.0,,Missing_data,Missing_data,,-1,
3222,0.0,,Missing_data,Missing_data,,-1,
3223,0.0,,Missing_data,Missing_data,,-1,
3224,0.0,,Missing_data,Missing_data,,-1,
3225,0.0,,Missing_data,Missing_data,,-1,
3226,0.0,,Missing_data,Missing_data,,-1,
3227,0.0,,Missing_data,Missing_data,,-1,
3228,0.0,,Missing_data,Missing_data,,-1,
3229,0.0,,Missing_data,Missing_data,,-1,
3230,0.0,,Missing_data,Missing_data,,-1,
3231,0.0,,Missing_data,Missing_data,,-1,
3232,4.65,20.0,4.0,Missing_data,No,1,No
3233,13.95,23.0,4.0,Missing_data,No,1,No
3234,0.0,,Missing_data,Missing_data,,-1,
3235,0.0,,Missing_data,Missing_data,,-1,
3236,0.0,,Missing_data,Missing_data,,-1,
3237,0.0,,Missing_data,Missing_data,,-1,
3238,0.0,,Missing_data,Missing_data,,-1,
3239,0.0,,Missing_data,Missing_data,,-1,
3240,0.0,,Missing_data,Missing_data,,-1,
3241,0.0,,Missing_data,Missing_data,,-1,
3242,0.0,,Missing_data,Missing_data,,-1,
3243,0.0,,Missing_data,Missing_data,,-1,
3244,0.0,,Missing_data,Missing_data,,-1,
3245,0.0,,Missing_data,Missing_data,,-1,
3246,0.0,,Missing_data,Missing_data,,-1,
